"","Bmem_A","Bmem_S","Bnav_A","Bnav_S","Bplasma_S","BSph_S","ESph_S","mDC_A","mDC_S","MOcl_A","MOcl_S","MOim_S","MOnc_S","mTregs_A","mTregs_S","NKbri_A","NKbri_S","NKdim_A","NKdim_S","NTph_S","nTregs_A","nTregs_S","pDC_A","pDC_S","T4cm_A","T4cm_S","T4em_A","T4em_S","T4emra_A","T4emra_S","T4nav_A","T4nav_S","T8cm_A","T8cm_S","T8em_A","T8em_S","T8emra_A","T8emra_S","T8nav_A","T8nav_S","Th1_S","Th17_S","Th2_S"
"ZC3H15",151929,58498.25,223715.25,33079.75,56810,27413.5,20033.75,61879,135424.75,85136.3333333333,78512,93374,74007,4641.66666666667,63332,98597.3333333333,76028.5,86692,39366.75,32427.25,160149.333333333,67338.75,66403.75,126342.75,168248,80730.5,260837.75,79159.5,201217.75,42804.25,158873.25,57043.25,192749.5,60796.5,160227.5,66192.5,86707.25,68766.5,185881.25,81419.5,52079,65740.75,61413.5
"ZC3H18",49070,37109.25,68762.5,33928.75,23490.25,25456,11678,44212.25,42674,17087,20178,35143.5,38479.25,9303.33333333333,26387.5,29287,26797.75,24565.6666666667,30336.75,26160.75,49120.6666666667,23593,26812.75,35854.25,47145,25050.25,71180.5,21145.25,48555.75,23372,26052,28189.5,39748.5,18046.25,34985,31546.75,28819.25,23965,30515,20088.75,23255.5,23634.5,41628.5
"ZC3H3",1571,2456,3782.75,2421.5,596.75,3934,2242.25,2832.25,2489.5,1051.33333333333,2599.25,12703,2175.25,1894,894.75,1062,2299.25,2266.33333333333,432,12664.75,0,1576.75,2458,1137.25,315.25,2554.25,565,1631.25,544.5,881.75,420,2156.25,1922,1054.25,927.25,1331,1870.25,1994,874.5,973.5,880.75,2188.5,1219.75
"ZC3H4",72916,41775,107586.75,30278.5,21050,42333.75,28000,82885.5,67239.75,53155,43297.25,85644.5,70966,11923,53403.75,35986,47245.75,37966,34873.75,16897.75,96661,38912.25,44360.25,59820.75,77700.5,41970.25,100034.5,39131.75,88450.75,35115.25,51905.75,40507.25,48567.75,43130.5,55723.25,50653.5,33363,44997,40446.25,34739,30249.5,39257.5,45645.5
"ZC3H6",1242.75,2942,357.5,2017,0,1365.75,148.25,833.5,2525.75,0,1256.5,430,1922,1128.66666666667,4445.25,1973,4332.75,1637,1866,0,6874,4332.75,1496,3849,936.5,3438.25,2808.25,2133.5,1293,2004.25,2530.25,5148.5,3481.5,4578.5,2402.75,3069,3263.5,2594.25,2115.5,3884.75,3519.75,2550.5,3700.5
"ZC3H7A",28659.5,7050.25,45436.75,3132,14775.5,6007.25,1820,27325,16949,5383,8039.75,24515.75,17474,7222,5965.5,11048.3333333333,10084.25,13134.3333333333,3644.25,7355.75,35731.6666666667,6353.5,20898.5,13720,30960,7354,32312,6051.5,31532.75,3734.25,16109.25,8466,19025.25,6136.75,24056.25,5595.25,17353.5,6051.5,22037.75,6881.75,5647,5647,4086.5
"ZC3H7B",11898.5,2698.5,19274.25,1624.5,1076.25,2868,1039.5,15973.25,7782.5,7773,10038.5,16259.25,17604.75,555,7703.25,9396.33333333333,6478.25,7774.33333333333,2973,19931.5,15811,5463.25,12038.25,9667.5,12553.25,5835,17988.5,6158,14306.25,4587.75,10652,5459.5,9372.75,5590.75,10898.25,7440.25,7665,10028,10901.5,7987,5352,6361.25,5291.25
"ZC3H8",4940.25,0,4721,0,0,7101,0,5747,365,22260.6666666667,0,2412,4852.25,0,3080.5,0,631.5,1419.66666666667,3406,51597.5,5347.66666666667,4050.5,1797,521.75,5803,5470.75,10739,3022,11431.25,1042.5,3236.5,5018.75,2728.75,3907.5,1523.75,3973.75,6040.5,3939,4761,6110.5,2855.5,3091,4159.75
"ZC3HAV1",257609.75,125496,322903.75,94751.25,167073.25,117307.25,105525,363102.5,219076.75,272278.333333333,131115.5,261417,222657.75,86343,203894.75,203884.666666667,179132.5,230673.333333333,148256.5,126909.75,459363.666666667,164481.25,210430.75,175198,404978.25,234104,494610.75,215707.75,425639.5,160360.25,306040.75,188835.25,301229.75,192296,261354.25,199433.5,177308.75,181392.75,297694.25,199701.5,143190.5,207188.75,204043.5
"ZC3HAV1L",4306.75,1294.25,7498.5,387.5,7562.75,78403,451.75,12192,24302.25,3442.33333333333,8726.25,697.25,3334.25,0,0,19906,0,8749,0,0,18706.3333333333,0,6184.75,3685.25,90106,1150.25,63613.25,1818.25,37788,0,31182,0,26562.75,1291.25,23482.75,2848.5,7086,0,49883.75,261.5,1013.25,2016,791.25
"ZC3HC1",91302,37146,146019.5,23539.5,86586.25,29257.5,6898,66794.5,48494.75,32512,36452,78961.25,79127.25,6449.33333333333,49226.5,49336.6666666667,42949.25,45522.3333333333,28038.5,24903.25,66276,24772.25,42508,58517.75,76286.25,50004.25,113278.75,52015.75,74705,28698,68476.5,34375.25,67561.75,38699,65884.5,46075.5,38590.25,47515.75,67231,38384.5,36496.75,46533.75,55460
"ZCCHC10",0,12094.25,3480.25,9364.25,0,554.25,1648.5,10643.25,13914.75,0,0,4610.25,27480.25,2018.66666666667,10202,9402.33333333333,19312.5,10449,8564.75,0,20478.3333333333,9640.75,6857.75,9585.75,4457.75,10830.5,8460.25,9477,7399.5,6514,11987.25,8093,6535.25,6013.25,4252.75,14129.25,5417,12127,10894,15763,8928.5,8774.5,12609.25
"ZCCHC11",4186.5,4473,14492.75,4229.25,9674.75,352.25,3530,0,8007.75,6257.66666666667,3641.25,16216.5,4242.25,789.666666666667,2484,3534.66666666667,3720,3379,3236.25,16424.5,3038.66666666667,5428.25,3426.25,8428,4135.5,6476.75,5325.5,6233.75,2723.25,1945.75,5329.5,3083,4531,3376,6298,3268.5,4312.5,4434.75,4082.25,4345.25,2658.5,2853.25,6681.75
"ZCCHC17",19447,16082,20112,10880.25,17788.25,10904.25,10516.25,1699,13674,7435,5877.25,0,14356.25,7250.33333333333,20783.25,12077.3333333333,16761.25,12406,27766.25,191355.5,12835.3333333333,14984.5,7481.25,13461,23794.5,22948.5,29451.75,20541.5,18189.75,12355.5,9142,25728.75,5266.25,20440,11059,31107.25,16966.25,27100.5,8151.75,20698,12566,18573.5,21613.75
"ZCCHC3",5338.25,3693.25,7577,719.75,7312,2959,0,7176.5,11279.75,3441.33333333333,3525.5,605.25,1247,0,964.75,21052,3695,7677.33333333333,2004.5,57436,3417.33333333333,0,3897.25,11524.5,5149.75,581.75,5232.25,2238,6118.25,1155.5,4105.5,131.5,7302.5,416.75,4182.25,866.5,4567.75,1403.5,7840.5,497,124,0,0
"ZCCHC6",27109.75,6817.25,30219.5,4942.25,8102.25,9890.5,7482.25,11072.5,20220,27033.3333333333,21405.75,53003.5,50645,1284.33333333333,7317.5,12814,11143.75,10393.3333333333,13383,24718,20042.6666666667,4133.75,5825,15282.25,25045.5,4468.25,37599.25,8051.5,23071,5034,14212.25,1995.25,19621,5737.5,21707.25,12193.25,12364,14503.5,12371.25,2777.5,6865.5,4648.75,3491.5
"ZCCHC7",10959.5,546.25,9363.75,358.25,4030.75,3639,1023.25,1945,2392.25,0,7587,13829.25,4028,1152,2785.5,900.333333333333,4033.75,1468.33333333333,2446,4969.25,4425.66666666667,1650.75,939,2310,1055.5,2981.5,4048.5,1467.5,1898.5,1250.25,2490.5,2462.75,4003.75,1693,4248.5,2902.5,18384.25,3210,1698.25,2426.5,1784.75,1653.5,2211
"ZCCHC8",65343.25,63109.25,95905.25,40763.25,7939,37682.75,14642.5,86528.5,97586,42080.3333333333,66376.25,109421.75,87735.25,4537.33333333333,44217.25,55981.3333333333,36460.75,47800.6666666667,26176,10190,68936.6666666667,37910.5,49065.25,90920.5,70881.25,52584,103041.5,49047,72082.25,31237.25,67572.5,45352.5,65313,43831.5,61822.25,52552.75,36939.5,42560.5,63270,49048,41121.5,47986.5,66422.75
"ZCCHC9",21981.25,3723.75,34525.75,2640.75,3105.75,0,4748.25,5432.25,7688.5,5776.33333333333,4460.25,0,0,3456,3367,5930.66666666667,9951,11530,0,38570.75,23923.3333333333,3910.75,2616.75,964.5,40391,6758.75,62025.25,4285,42168.75,595.25,11077.75,8998.25,35243,7118.75,32705,6211.5,17405.75,6099.75,13598.75,10239,5163.25,4434,3986.5
"ZCRB1",6628.75,5240.5,8480.75,9064.25,20026,2557.25,10710.5,6479.75,8951.5,9692.66666666667,1045.25,741.75,2467.75,16446.6666666667,10683.5,5803,8821.75,5958,4375,44634.75,6285.33333333333,6377.25,0,8850.5,9348.5,7355.25,9140,7832.5,8895.75,5440.75,4443.5,6314.5,8693.25,6616.25,7297.25,6518.5,25314.5,2873.25,7311.25,7987.25,3859.75,8403.25,6922.75
"ZDHHC12",0,308.5,1017.5,25.25,0,2373.5,432.5,0,468.25,0,467.75,3154,6878.5,0,0,258.333333333333,0,1482,582.25,0,0,0,389.75,365.5,0,0,1557,289.5,0,0,2096.5,0,4058,616,3924.75,308.25,0,0,3086.75,0,0,0,321.75
"ZDHHC13",8919.25,4300.75,15420.75,3752.25,5712.5,6974,5392.5,9458.75,13118.75,7139,12124.25,7557,6963.75,0,3401.75,29463.3333333333,7426,25523.3333333333,5896.25,3177.5,12916.3333333333,1934.25,5846.75,13827.5,20835.75,5027.75,19433.5,3334.5,10957,2330.5,17614.25,1575.25,26173,3120,18477,4056.75,12718,4909.75,13241.25,3348.5,4327.5,3776,2875.25
"ZDHHC17",232.25,213.5,2402.25,532.25,0,577.25,560.25,5747.25,15616,2794.33333333333,2174.25,6941.5,10827.75,2621,1361.25,1888.33333333333,4082.75,5110.66666666667,2474.75,0,1453.33333333333,4945,10119,67608.5,3372.25,765.5,1933.5,608.5,607.25,14822,151.5,835.75,597.5,1681.5,0,889.25,0,1781.25,1760.5,1086.25,554.25,4741.75,3763
"ZDHHC18",2621,1777.75,4675.75,804.25,0,4439,11707.5,8694.25,6795,0,8096.25,2289.25,8898.75,913,2938,2990,2721.75,5943,3167.75,108986.25,4648.66666666667,1081.75,978.75,833.75,7213,1587.75,9123.5,1004.5,6310.25,1115,3601.75,642.75,7136,2363.25,5057.5,2816.75,1912,8544.5,3397.25,2685,3192.25,653,805.5
"ZDHHC20",5378.5,1272.5,8017.75,2175.75,0,3162.5,25104,3108.25,3335.75,7365,21156,21725.75,14842.5,0,4984,4331.66666666667,5414.5,5347.66666666667,4647.25,15816.25,8632.66666666667,671.5,328.75,743.75,10804.75,2406.75,6275,3606.5,4714.25,446,6202.75,2344,10342,3652.25,5221.75,5223.75,4593.75,5026.25,3422.5,2898,1960.5,3001.25,3413
"ZDHHC21",3480.25,909,3600.75,0,0,603.5,0,0,1451,0,0,503.5,601.25,0,1108.25,2907.33333333333,2908,5193.66666666667,904.75,0,0,352.25,0,2085.75,1377,0,2216,270,2709.75,229.25,408.25,91.75,207.25,119.25,2520.5,546.5,1518.75,1328.75,329.75,0,216,542.75,235.25
"ZDHHC3",2998.5,7436.75,17276.5,3089.75,8875.25,6175.25,6488.5,5087.25,17045.75,18278.3333333333,14240.75,12202,13132,0,6724.75,10064.3333333333,8343.5,11478.3333333333,5273.75,23189.5,2253,2782.25,0,23172.25,5345.75,3559.5,1329.5,8351.75,2550.75,4885.75,5143.5,9139.75,5844.5,3915,1907.25,4748.25,4051.25,11758.75,810.75,8403.5,4249,3385.25,9045
"ZDHHC4",0,483.75,388.75,0,0,1988.25,393,0,479.75,0,1521.25,925,1131.75,0,0,0,2819.5,0,0,0,0,502,2745.5,3506,0,666.25,0,209.75,0,803.5,0,397.75,1419.75,551.75,587.5,318.75,346.75,1783.5,820.75,1362.5,447.25,70,607.25
