"","A-431","A549","AF22","AN3-CA","ASC diff","ASC TERT1","BEWO","BJ","BJ hTERT+","BJ hTERT+ SV40 Large T+","BJ hTERT+ SV40 Large T+ RasG12V","CACO-2","CAPAN-2","Daudi","EFO-21","fHDF/TERT166","HaCaT","HAP1","HBEC3-KT","HBF TERT88","HDLM-2","HEK 293","HEL","HeLa","Hep G2","HHSteC","HL-60","HMC-1","HSkMC","hTCEpi","hTEC/SVTERT24-B","hTERT-HME1","HUVEC TERT2","K-562","Karpas-707","LHCN-M2","MCF7","MOLT-4","NB-4","NTERA-2","PC-3","REH","RH-30","RPMI-8226","RPTEC TERT1","RT4","SCLC-21H","SH-SY5Y","SiHa","SK-BR-3","SK-MEL-30","T-47d","THP-1","TIME","U-138 MG","U-2 OS","U-2197","U-251 MG","U-266/70","U-266/84","U-698","U-87 MG","U-937","WM-115"
"CD44",442.1,395.2,4.2,1.1,173,487.8,1.6,792,595.8,476.7,275.5,24.8,137.2,0.5,115.5,1044.5,776.7,10,787.4,691.2,97.3,5,16.1,143.1,0.2,208.3,199.2,968.8,227.5,643.5,697,430.1,154.3,3.6,110.2,415,2.1,19.1,104,9.4,118.4,1.2,84.4,5.2,571.4,122.9,2.2,1.4,187.7,4.3,333.8,24.6,9.5,428,622.5,119.8,729.4,809.8,203.2,216.6,2.2,937.1,108.8,928.1
"CYR61",197.4,22.7,68.6,13.9,305.6,287.1,100.9,642.8,460.2,1006,800.5,153.2,23.6,0.2,446.3,585.2,45,73.4,130.2,862.1,1.4,8.4,0.4,77.5,18.6,574.5,4.1,0.3,163.1,84.7,489.4,251.9,681.5,1.8,0.1,475.1,17.5,0.4,0.7,45.9,44.5,0.4,200.1,0.6,625.2,25.1,0.9,5.7,903.6,128,90.7,52.8,2.4,724.2,1058.9,350.2,144.8,898.1,0.4,0.9,1.5,13.4,0.7,222.8
"S100A16",592.9,289.3,15.9,35.3,72.5,278.6,41.8,320.3,281,283.7,261.7,250.1,324.4,0.3,558.3,442.4,428.8,1.1,609.6,171.9,1.8,0.6,0.4,185.8,61.7,101.7,0.2,0.8,138.1,577.1,740,443.2,1144.6,7.6,0.6,566.7,686.6,0.7,0.9,69.1,792.5,0.9,182.3,1.2,870.4,190.7,1,2.1,295.6,1235.7,43.9,482.7,2.5,605.6,179.6,304.4,165.6,717.6,0.3,2.4,1.5,529.3,0.7,122.7
"COL6A2",8.1,11.2,34.3,28.8,790,1480.1,9.6,903.2,802.1,246.8,117.9,1.9,37.1,0.1,74.3,599,0.8,8.3,0.5,21,0.7,11.1,0.2,0.2,0.1,946.3,0.4,4.2,1105.7,0.1,502.6,7.8,0.5,0.5,0.6,90,3.9,0.3,1.5,19.2,120.4,0.4,64.5,1.2,0,0.1,1.2,57.1,43.9,0.5,0.5,1.1,4.4,0.2,1108.3,138.1,389.9,221.4,0.5,0.3,0.5,563.1,0.4,161.6
"PRG2",0.1,0,0,0,0,0,3.4,0,0.1,0,0,0,0,0.1,0,0,1.4,0,0,0,0.4,0,91.6,0,0,0.1,2682.8,4472.2,0.1,0,0,0,0,8.2,0.4,0,0,0.7,6716.6,0,0,0.2,0.8,0.7,0,0,1.9,4.5,0.4,0,0,0,1.7,0,0,0.3,0.7,0,0.3,0,0.3,0.2,0.3,0.4
"HBG2",0.6,0.2,0.2,0.3,0.2,0,0.1,0,0,0.4,1.3,0.4,0.4,17.1,0.2,0.1,0.1,0,0,0,0.5,0,12101.5,0.4,0.9,0,1.2,0.3,0.1,0.1,1,0.1,0,8442.3,0.5,0,0.1,0.1,0.3,0.4,0.6,2.5,1.4,0,0.1,0.3,10.2,10.5,3,0.2,0.6,0.1,0.1,34.1,0.2,1.2,3.5,0.2,0.7,2.1,1.6,0.1,1.2,0.1
"MT-ATP8",8519.7,3202.7,11104.5,2000.7,8245.3,1332,5315.6,16900.9,958.8,827.8,1510.9,3406.9,5578.2,17755.3,4583.6,3350.4,14401.5,722.4,4761,1336.6,10231.5,4166,16873.6,27199.6,6382.6,1832.1,8803.3,13560.9,2989.6,2475.4,1976,1306.5,1072.6,9045.2,5468.3,2308.3,3988.9,5224.7,10248.5,2487.9,2318.1,4838.7,5293.4,3630.7,4978.4,7693.7,4147.1,6748.4,8029.8,5199,5808.5,6371.7,15414.7,15482.7,4239,9956.4,8914.9,7692.3,3903.6,6437.1,9687.8,4148.2,15157.2,2639.6
"IGFBP4",0.1,1206.8,66.1,0.4,661.2,656.1,2.2,902.4,886.7,186.4,150.7,49.3,15.2,0.2,531.1,396.9,10.4,23.4,4.9,87.5,4.4,1.1,3.8,65.2,60.9,506.4,2.3,0.5,1458.4,3.3,268.5,29,293.4,19.4,0.1,242.4,31.4,0.6,159.5,37.3,165.6,61.3,1.3,1.4,6.3,33.6,21.6,56.3,511.8,1.5,12.8,457.8,16.6,436.3,272.9,15.4,821.5,0.9,0.7,0.4,1,160.7,7.7,71.5
"TPM2",280.1,231.5,206.6,28.2,149,403.7,119.6,1627.6,555.6,717.7,520,8.7,19.8,0.2,176.7,726.3,7.5,3.3,160.5,331.5,583.6,8.5,8.1,564.2,7.4,340.5,1.6,80.3,565.9,23.7,560.3,0,152.4,4.5,0.6,708.6,11.1,2.1,17.1,264.1,13.5,15.5,364.3,1.9,18.7,5.3,4.1,13,432.2,5.5,12.3,6.2,17.9,22.2,15.6,557.1,9.7,540.9,0.4,1.6,1.6,29.3,4.7,26.7
"COL6A1",2.5,18.2,30.3,91.3,783.1,1614.9,3.6,768.9,474.3,213.8,77.7,13.3,54.5,0.1,68.9,400.4,3.8,13.8,1.6,18.5,0.4,12.9,0,2.2,3.5,849.5,0.2,1.9,1234.5,0.7,572.1,5.9,4.6,0.6,0.4,50,1,0.2,2,21.8,234.9,0.1,18.2,2.9,1.2,8.8,1.2,40.8,89.2,0.8,13.6,4,2.8,0.4,1268.9,90,332.8,291.2,0.5,0.3,0.2,449.7,5.3,113.9
"CTSB",85.9,396.2,55.2,220.4,649,738.8,165.1,1563.9,2861.8,579.8,712.3,174.2,497.1,1.5,242.8,1612.2,467.9,79.4,360.1,381.2,45.1,68.4,130.6,35.2,355.3,805.8,26.1,90.5,846.9,484.6,565.2,385.4,1031.8,109.4,228.4,438,60.9,11,33.9,46.8,135.3,47.5,55.8,175,144.2,121.5,28.4,147.7,227,85,745.3,172.1,65.2,1409.2,1035.2,373.5,318.8,283.9,240.7,171.5,6.5,1179.6,97.4,496.7
"ITGB1",608.9,904.3,522.4,547.3,855.7,746.3,444.6,1933.1,1068.6,991.2,940.3,187.3,1393.1,134,380.1,1497.9,420.1,166.2,933.1,1138.9,172.1,119.8,203.5,318.9,181.8,735.4,40.7,188.3,790.8,503.8,1123.6,347.9,1108.2,141.6,58.2,1484.4,87.5,71.9,32.5,118.4,466.1,52.8,379.6,24,1151.5,158.6,147.7,330.7,756.1,90.4,402.8,153.1,121.9,1223.4,1341.5,825,911.7,638.9,57.4,12.7,72.3,981.1,167.8,539.4
"LDHB",564.2,1532.8,1441,895.8,701.8,790.7,1632.1,743.7,709.4,1120.2,1151.7,2232.2,3.2,1620.7,530.7,462.9,279.6,2091.6,1169.7,1470.9,544.4,1294.1,2097.8,1080.8,2,819.4,1752.9,852.2,945.5,413.8,1058.2,1095.3,1162.8,1163.5,238.8,1119.5,2.4,1513.7,1680.3,4218,674.9,1532.9,1969.5,1275.3,4531.3,2253.2,550.8,1147.9,427.8,463.3,1192,5,1148.3,446.5,793.7,1102.1,539,1390,222.6,295,2040.7,873.6,814.5,964.9
"EFEMP1",307.3,3.8,7,0.1,215,141.5,0.8,172,176.7,22.4,17.2,0,17.7,0.4,121.6,192.2,301.1,1.6,175.5,7.9,0.7,1,0.2,58.2,0.1,719.8,0.2,0.5,733.9,80,24.3,209.9,3552.1,1.1,0.2,75.9,25.4,1.9,0.3,4.2,0.8,0.2,0.3,0.5,6.7,5.2,2.5,0.5,299.8,79,0.8,305.7,0.9,3104.2,1.5,116,384.3,110.3,9.1,0.3,0.8,75.5,0.2,7.1
"TMSB10",3292.7,3889.7,3848.6,2028.3,3428.1,7172.8,1964.1,4693.5,6216.4,5612.2,7014.6,2833.5,4994.7,1360.7,3742.4,8733,1250.5,1143.7,9184.4,6230.7,6062,969.7,778.5,1957.3,1940.5,2627.5,656.3,687,6546.9,4501.7,7407.1,3038.3,7746.2,292.1,2282.1,8405.3,2234.5,2347.2,2167.5,1382.5,4045.9,2003,5816.7,1082.2,6821.2,558.4,2433.5,2002.5,3962.3,2404.4,3624.1,909.1,973.9,7429.2,4791,3629.2,4171.2,4729.3,482.2,760,1177.6,7969.5,2728.5,3867.4
"UCHL1",2.4,511.5,113.1,0.3,10.4,13,0.4,498.5,245.5,190.3,199.4,95,0.5,0,912.4,235.1,1,220.8,0.2,80.3,1.4,80.1,0,2.3,0.1,362.3,0,0.7,76.3,1.4,164.6,0,1.3,0,1.5,91.7,0.4,0.7,6.5,332.3,585.3,0.1,237.3,0.5,234.4,0.2,1141.2,646.2,3.3,1.7,1.6,0.8,3.4,2.7,13.3,4.1,0.3,762.3,347.9,642.4,1.4,916.2,0.9,1.1
"KRT81",2684.9,2072.1,0,0,0,0,0.3,15.7,2.6,22.2,2.2,5.4,0.6,0,2.8,0.2,37.8,0,0,4.1,4.3,0,0,0.8,0.1,1.2,0,0.2,0,0,0.4,0.8,0,0,1.2,0.1,533.4,0.2,4,0.2,1009.2,0.4,0,7.2,0.5,0.2,0.9,0,1.1,133.9,9.7,0.5,8.6,0.1,0.4,585.2,0.2,1766.1,0.2,3.3,2,0.4,5.6,0.2
"ANPEP",0.1,48.2,0.2,0.7,428.8,556.3,5.9,702.7,958.3,93.2,85.4,5.2,0.5,0.1,9.5,557.2,0.6,6.6,0.2,38.4,0,0.2,143.6,3.2,86.5,308.6,9.1,649.5,508.9,1,316,0.2,770.8,4.2,1,32.5,0.2,0.7,239.6,2.8,52.5,0.2,0.2,6.3,344.8,0,1.6,8.1,0.4,1.2,0,0.5,50,760.6,429.1,0.6,926,0.1,0.5,0.2,0.2,1,0.8,23.7
"IGFBP2",0.1,47.3,398.9,366.9,1479.2,457.9,8.1,105.6,50.6,5.7,0.6,1,1.3,0.1,161.7,0.6,10.2,151,112.6,0.6,0.8,77.1,81.8,0.1,17.9,45,30.6,4500.9,160.1,11.5,2.5,5.5,0.1,3.5,8.4,2.3,78.9,129.9,701.4,436.4,4.5,126.6,8.8,1.3,1.6,93.2,99.1,470.3,0.4,2.6,2,312.2,45.5,0.4,1.6,2.4,1.5,5.1,4.7,0.6,6.2,5.8,137.1,470.8
"RPL8",2159.6,2576.8,197.6,810.1,150.9,347.5,1846.5,1475.7,265.8,487,359.8,2072.1,1141,2356.1,2320.6,161.5,1287.5,273,436.4,93.1,1339.9,2941.3,1758.1,1465,1216.5,459.4,1030.9,901.9,391,490.8,236.2,307.9,325.4,2402.6,533.5,187.9,5026.2,1495.3,1106.5,1869.9,2960.9,1644.1,1117.6,2160.8,211.8,1467.1,1432.4,2152.6,1778,675.4,1883.9,1964.5,834.9,1281.4,679.6,2736,1353.3,1760.3,1025.7,862.1,1954.7,1341.9,1662.8,952.7
"MEST",67.1,38,191.9,10976.9,2.7,0.8,0.9,68.5,30.7,76.9,38,194.1,98.6,26.6,25.1,1.8,9.7,2.8,0.8,32,0.4,0.4,59.5,41.4,27.8,268.4,2.6,0.4,4.3,2.2,62,0,26.7,67.4,0.2,136.7,86.1,6.1,55.3,120.4,19,0.7,2057.9,16.6,69.3,54.4,776.7,2.1,75.8,173.1,0.9,7.7,39.3,25.8,27.3,0.7,241.9,4.6,2.5,5.8,0.4,100,0.9,8.7
"MMP1",0,0,0,0.9,0,0.7,0,437.5,921.1,425.5,115.3,7.5,0.9,0,4.9,213.9,4.1,0,114.9,1061.5,0,0.9,0,0,0,2.5,0,0.5,0.2,0.6,471.3,30.6,2464.5,1.3,0.4,0.2,0,0,0,0.5,19.3,0,0.1,0,0.5,1.8,0.1,0.1,5.1,0,1.3,0.4,0,126.2,370.5,0.6,15.6,1.1,0.1,0,0,8.6,0,1436.5
"FBLN1",15.4,37.5,121.4,239,1263.9,568.1,540,870.2,1319.9,83.7,33,147.7,4.5,0.3,40.4,30,80.4,80.6,1.9,10.5,0.9,19.2,0.4,150.6,82.3,204.6,0.8,0.8,979.4,11.4,89.7,25.2,0.1,0.8,1.5,52.6,1.9,0.7,2,173.4,14.3,1.3,0.9,1.4,30.9,1182.4,10.2,172.4,135,443.5,0.4,3.5,3.7,6.5,17.2,116.2,432.9,0.8,1.2,0.6,1,1.2,0.8,42.9
"TFPI2",0.9,107.1,36.5,0.6,56.1,9.7,0.4,130.8,22.5,15.1,12.2,0.1,0.7,0,1987.5,28.3,11.2,0.7,119.2,22.8,1.9,0.5,0,6.7,0.4,353.7,0,0.7,5.5,6.5,1055.6,58.4,307.1,0.3,1,161.9,0.1,0.1,0.2,9.4,25.7,0.2,0,0.1,31.2,3.6,1.2,100.7,0,8.8,0.5,0.5,1.3,436.6,999,8.4,850.7,1,0.1,1.1,3.1,1680,0.2,114.4
"TUBA1A",3.3,120.1,2844,382.4,175.9,430.3,10.3,208.9,256.4,148.9,358.3,7.5,46.9,76.3,283.3,624.7,5.6,356.6,64.9,119.9,83.1,108.9,32.2,18.2,20.7,41.7,51.2,3.2,254,25.2,314.6,25,798,38,84.5,719.9,46,221.6,32.7,305.3,90.6,200.2,199.8,9.4,539.4,9.9,2272.8,1120.7,73.2,3.8,74.2,193.5,57.9,670,167.7,111.5,19.1,60,30.7,84.5,146.8,90.5,81.5,170.4
"CTGF",4,6.8,125.1,3.4,192,111.2,1.8,314.9,144.8,211,116.3,0.2,10.7,0.4,1511.7,373.9,5.4,4.4,18.9,204.8,2.3,3.2,0.2,35.8,93.1,92.1,0.2,0.4,168.6,4.3,164,30.9,1148.6,0.4,0.2,542.2,1.9,0.4,0.7,61.7,20.2,29.7,5.8,0.5,62.5,0.3,0.6,0.9,40.5,47.1,14,5.8,2.1,2338.5,307.3,254.5,369.5,576.4,8.8,1.1,2.3,41.6,0.5,393.3
"MDK",44.6,60.3,748.9,2.3,3.6,43.5,17.9,33.2,62.9,135.9,125.8,419.8,193.2,2.4,499.5,44.9,379.3,445.7,0.5,12.9,145.7,83.8,20.2,4.1,476.7,283.3,1.3,3,72.7,9.5,89,0.4,179.7,344.2,2.5,69,267.7,15.8,5.9,890.9,360.5,1226.8,28,3,1.4,1.3,493.7,1163.1,137,8.5,8.3,327.2,237.2,48.3,219,556.3,2.9,22.4,2.2,7.6,3.2,6.3,10.7,194.9
"ANXA5",382.8,287.9,419.6,219.5,1371.4,1060.4,445.9,1284.4,1092.1,717.4,667.7,193.4,164,23.6,252.2,1628.2,134,281.4,482.3,694.8,290.7,144.1,87.9,200.8,436.1,959.8,169.1,142.1,639.5,232,658.2,494.8,861.6,87.1,182.9,1644.8,221,174,46.3,219.8,610.9,6.8,939.6,46.2,981.6,51.1,127.5,139.9,581,158.7,1086.4,174.5,169.6,627.3,1199.6,621.7,819.8,378.6,172.7,205.9,50.2,763.4,89.5,1445
"CD9",398.3,170.9,3.5,109.6,115.2,120.2,160.3,213.9,420.8,83.8,130,114.8,1447.3,0.1,60.9,41,857.2,101.2,371.2,54.8,21.7,70.9,1.8,89.9,17.5,65.5,0.9,484.8,0.6,258.8,160.7,99.3,847.7,17.3,1.5,43.6,452.9,1.5,29.1,147.9,196.3,4.6,281.4,401.9,589.1,877.6,0.7,39.2,264.7,155.2,175.2,92.6,31.6,1977.3,9.1,253.7,9.4,26.6,1.4,1,45.8,145.7,0.7,238.4
"LCP1",30.6,0.2,1.9,0,0,0,383.8,0,0.9,3.5,2.8,187.8,1,608.8,164,0,1.4,0.1,0.3,3.6,728.6,181.3,165.5,0.2,0.5,0.5,666.2,741,1.5,0,1.4,0.9,0,87.8,395.2,0,1.4,479.3,365.1,0.9,7.4,400.8,1.2,424.6,0,186,2.2,7.6,1.7,65.9,4.9,3.7,518.5,2.3,21.2,13.3,1.2,20.5,99.6,203.4,751.3,15.7,393.5,3.4
"AKR1C2",0,1864,2.3,198.8,1674.9,58.6,0.1,0.6,7,0.9,1.9,6.7,0.2,0.3,10.9,11,51.2,0.2,7.7,1.2,0.5,0.2,0.6,387.6,2661,3.9,0.3,0.8,158.9,91.2,10.5,8,0.7,73,0.2,17,2.4,0.2,0,0.7,0.8,0.3,0.6,24.4,14.3,940.6,1.4,0.5,22.5,0.2,0,0.5,2.7,7,5,1.8,69.4,0.7,0.4,0.3,0.2,25.3,24.5,0
"GSTP1",743.9,1001.5,537.7,788.9,275.3,309.1,480.1,311.6,379.2,493.3,394.7,1672.5,765.8,1.1,774.3,437.9,1081.9,1495.6,1118.8,169.9,554.6,488.2,38.2,535.8,1.2,496,226.7,424.1,405.7,2472.9,424.3,318.4,662,823.3,164.7,343.6,2.2,539.6,491.8,1055,451,555.4,89.5,1.7,636.9,1.9,215.5,568.8,541.2,123.4,1301.5,2.5,314.7,369.8,245.6,669.8,490.4,220.4,111,639.6,213.1,280,351.8,524.6
"APP",337.7,441.8,518.6,408.3,479.7,603,545.4,646.5,823,353.2,432.1,233.8,809.8,0.7,818.6,467.7,227.7,333.4,644.4,308.5,13.6,239,0.7,196.9,136.7,571.5,292.2,16.7,567.8,702.8,447,623.5,1438.5,0.7,27.9,503.6,329.9,5.1,2.5,413.8,400.7,219.1,489.2,222.8,974.6,212.9,313.5,412.3,870.3,399.4,301.5,443.9,266.1,1517.3,826.4,371.1,287.6,303.1,177,2.1,2.8,667.4,1.2,813.1
"HTRA1",0.2,39.8,19.1,5.2,1649,620.8,0.7,91.4,158.9,41.1,22.9,0.2,0.5,0,27.3,663.6,11.3,7.8,87.8,6,0,4.5,0.1,48,0.2,102.9,0,0.8,1139.5,318.1,25.7,156.8,171,0.1,1.1,1027.1,16.9,0,0.4,20.8,62.6,0.1,1.2,0.2,210.9,1.6,1.4,4.1,287.2,0.1,91.5,8,0.1,110.3,303.1,4.7,130.7,76.7,0.1,0.1,0.2,974.2,0.1,145.4
"KRT14",0,0,0,0,0,0.2,0.8,0.1,0,0.2,0,0,0,0.4,0.1,0.5,3480.4,0,1395.9,0.2,0,0,0.1,1,0,0,0.1,2.1,0.1,1722.3,3,593.8,0.1,0.4,2.5,0,0,0.2,0.1,0,0,0.6,0.2,0.4,0,0,0.1,0,0.2,0.3,0,0.4,0,0.2,8.7,1.8,628.5,0,0.7,0,0,2.9,0.1,0.6
"SPINT2",736.5,542.3,3,3.1,0.2,0,369.9,13.4,1.4,1.1,2.6,353.1,1060.7,4.8,61.2,3.6,240.7,43.9,419.6,1.3,7.3,45.1,141.5,10.5,0.6,0.8,1.2,0.7,0,477.5,0.7,213.8,1.6,3.5,0.3,0.9,498.3,20.2,1.8,59.5,154.9,78.6,0.6,262.4,670.8,562.6,259.3,3.5,259.7,587.4,1.8,330,70,0.7,1.1,4.8,3.2,2.8,42,52.6,31.9,1,8.7,1.3
"MGP",0.8,0,0.1,9115.9,1109.4,1.5,3.6,26.6,0.8,0,0,0,11.1,0.1,0.5,2.4,0.1,0.2,0.1,0,0.3,0.3,0,0.9,0,46.2,0.1,0.2,24.4,0,0,1.3,87.2,0,0.2,0,0.7,1,3,6.9,0,0.3,0.2,1.7,0,8.2,5.6,32,1.9,6.6,0.5,1693.2,0.1,17.8,11,1.3,3.3,23.3,0.4,0,0.7,8.7,0.5,8.4
"TPM4",777.8,328.8,643.2,347.1,1099.7,1484.4,758.1,1065.9,1049.3,822.1,881.2,306,847.1,30.5,892.9,1068.5,414.4,247.3,537,1138,540.1,148.6,405.5,361,207.4,620.7,66.1,866.6,1044.1,162.6,753.4,726.7,904.5,44.4,369.3,1040.9,230.5,198.8,184.5,312.4,475.2,301.2,517.6,123.4,197.3,628.3,132.3,362.2,853.2,252.9,304.9,8.6,78.1,1112,1793.1,228.8,3364.6,897.9,68.8,171.8,142.2,1163.4,167.5,544.6
"AKR1B1",160.2,1469.5,177,237,518.3,143.4,459.6,146.9,2394.4,233,313.3,62.6,144.5,0,74.2,226.9,67.5,203.7,124.5,191.4,61.4,165.8,83.6,163.3,152.8,907,0,0.7,139.3,92.4,358.3,72.8,298.2,0.1,43.5,233.8,2.5,223.6,80,299.3,1.6,261.5,110.8,96.3,1042.1,702.7,157.8,314.5,1290.4,1,99.9,0.6,93.7,232,241.8,119.8,20.7,158.6,124.9,135.3,315.8,1269,0.5,148.3
"CD63",364,644.8,376.9,347.4,3315.9,2106.2,485.2,1398.6,2446.1,891.9,1008.4,661.5,718.2,85.2,484.9,1924.3,334,288.8,491.6,1183.6,315.3,241.3,585,370.3,303.4,1610.5,232.5,1307.6,1621.1,483,1068.2,744.7,895,333.6,580.2,2577.3,509.1,48.5,250.4,348.8,758.6,120.1,810.7,208.2,1229.6,1111.9,174.6,403.8,481.3,254,2335.8,449.8,648,656.3,607,469.9,798.7,464.8,250.9,152.5,57.1,1725.6,145.9,1135.3
"KRT6A",0.9,0,0,0,0.5,0,0,0,0,0,0,0.2,0,0.6,3.7,0,1007.5,0,1727.3,0,0,0,0.3,0,0,0.1,0.4,0.5,0.2,7036.9,0.2,235.4,0.3,0.7,0.6,0,0,0,0,0,0.3,0,0.4,0,0.2,0,0,0,21.6,0,0,0,0,0.7,0,0.6,0,0,0.2,0.1,0.2,0.9,0.3,0.1
"IFITM1",67.5,1.1,608.3,46.7,30.4,108,4.2,112.9,502.7,1313,2441.8,1.4,458.4,1.1,92.6,109.6,156.8,20.5,9.5,27.1,151.9,30.4,70.5,32.3,3.4,334.1,92.3,685.6,210.4,0.1,15.6,1.1,2.5,253.3,449.5,0.7,8.5,46.9,140.2,176.2,18.1,14.2,1.1,10.7,286.4,0,0.4,0.3,74.3,5.6,100.8,24.1,6.9,3.6,2,1.4,0.5,0.4,33.7,17.8,2.8,1.6,134.3,1.4
"CYBA",2.2,519.9,2.5,1.3,0.9,0.3,291.8,118.6,61.6,36.8,22.3,319,713.4,318.4,381.4,45.2,210.6,22.9,0.7,5.7,132.7,429.3,78.7,143.6,421.9,61.5,119.2,333.2,56.6,0,1.6,0.2,18.1,227.7,423.9,2.9,694.2,117.4,447.4,103.4,1.4,383.5,1.5,1035,247.1,386.2,94.3,75.5,443.7,60.8,103.8,1.3,833.4,94.8,1.3,6,1.7,1.8,266.5,314.2,335.7,188.6,330.3,51.9
"IFITM2",39.9,125.6,368.5,2.5,162.9,478.2,1.7,118.3,217.4,73.1,174.5,3.6,358.8,0.5,312.2,555.4,81.4,1.6,17.3,31.7,0.7,52.7,125.3,104.9,105.8,845.4,179.7,1031.9,907.1,3.3,22.3,9,216.4,5.3,320.2,47.1,239.8,0.9,520.8,45.7,295.4,140.9,37.7,1.6,546.6,0.6,1.4,9.3,110.3,88.2,33,160.6,53.9,559.1,12.1,43.9,56.9,1.8,1.5,5.2,4.9,21.6,741.3,41.6
"HSPB1",891.2,673.5,78.1,541,317.1,284,4.1,357.7,180.4,209.4,273.2,55.2,511.2,6.3,301,428.8,806.3,355.1,177.9,70.5,528.6,106.6,42.1,382.3,217.8,207.6,55.2,359.1,369.4,1569.4,340.5,38.1,630.1,336.3,721.3,217.8,2438.9,94.5,298.9,399.6,595.6,328.3,154.9,573.3,254.1,305.9,7.4,469.6,316.5,896.8,298,1327.5,326.3,335,661.6,1044.1,196.2,895.4,53.8,86.5,6.6,480.4,165.3,493.3
"MT-ATP6",4871.5,8158,6070.6,8997.2,7864.5,1830.4,3862.3,6770.8,1179.8,989.2,1729.4,8826.9,5232.9,7041.9,3126.1,3375.3,10445,668.1,4483.2,1889.1,6575.9,5165.3,7752.7,42706.3,12680,1633.3,4106.7,9431.2,3119,3918.8,1909.8,1403.9,1595.5,5173.5,5007.5,3488.8,11984.2,2568.8,8659,1621.2,3413.5,3629.3,2536.9,4231.1,8351,11072.9,4118.4,4750.1,3046.6,4523.8,4553.9,6082.2,11773,8291,4227.1,6611.8,6662.7,4800.2,2329.1,3029.9,4685,3663.2,8502.6,2422.8
"DKK1",276.8,196.5,0.1,30.3,103.9,21.5,0.1,975.2,510.8,361.5,199.6,841.6,57,0,1.5,1247,218,0.3,94.7,354.1,0.1,0.7,0,3.1,17.9,27,0,0.1,22.2,11.7,84,379.8,30.1,0,0,215.5,104.2,0,0.1,0.2,509.6,0.1,34,0,112.5,20.6,0.3,367.1,110,0.8,13.1,1,0.6,65,0.2,0.2,318.1,176.5,0.1,0.2,0.1,4.5,0.1,37.7
"TIMP2",147.9,75.7,91.7,165.5,910.5,1134.2,48.3,493.7,780.4,260.7,215.4,25.3,253.1,0.1,189.1,829,29.1,30,18,282.2,3.1,15.2,0.1,113.5,32.6,329.9,2.1,1,466,8.6,276.9,34,313.5,0.1,0.4,243.5,14.8,141.2,18.7,16.6,113.8,107.3,206.2,50.3,135,1.8,56,307.9,387.9,127.9,584.5,81.4,28.4,366.5,733.6,149.4,406.6,84.6,64,52.1,0.9,167.2,25,362.1
"MYL9",67.6,1.1,58.5,1.1,526.9,205.4,252.1,876.7,362,494.9,333.4,500.5,7.8,0.2,499.8,644,25.3,0.3,1.6,120.7,0.8,0.2,14.3,78.4,38.6,415,0.3,15.3,300.3,38.9,352.4,1.2,15.6,2.1,19.8,377.4,0.2,0.2,4.9,23.7,5,0.3,0,3.8,3.4,4.6,0.7,4.4,11.5,19.9,0.5,215.2,10.4,109.1,497.4,222.5,69.3,0.8,0.6,2.7,1.3,187.4,0.6,0.5
"LAPTM5",1,0,1.6,0,0,0.1,0.6,0.7,0.2,0.4,0.1,0.6,1,386.8,51.4,1.3,1.9,0,0.5,0.4,56.5,0,921.8,0,1.1,0.7,523.6,2049.8,0.4,0.9,0.5,3,101.1,12,23.8,7.1,0,91.7,87.5,0.7,0,698.6,94.2,263.6,0.5,0,0.7,0.4,1.4,0.9,0.9,0.4,277.8,115.7,0.6,3,0.6,2.7,2,0.4,604.9,3,414.5,1.8
"STMN1",888.4,202.9,2158,814.8,88.3,86.6,214.3,653.8,495.2,1005.9,1010.3,128.4,892.3,887,398.8,440.4,267.8,631.6,321,1559.4,351.2,278.2,691.2,264.8,370.5,43,778.4,464.4,55.3,46.9,437.3,379.3,688.5,946.8,862.2,1182.9,202.2,2601.6,906.1,1343.4,276.4,1726.5,1647.4,513.1,396.6,71.8,1734.9,1355.7,745.7,260.2,484.6,469.3,828.6,327,710.5,892.8,586.7,541.4,534.9,835.8,1055.8,347.9,1476.3,784.2
"MTRNR2L12",2694.6,3363.6,2690.9,9120.6,2837.6,1550.2,2408.6,3315.5,648.1,688.5,924.1,1701,4255.7,4823.6,2933.1,1156.8,7334.7,199.8,1188.6,971.4,1848,3258.3,6425.4,10029.2,5951,1318.6,1140.4,3337.9,2932.9,1404.4,780.6,1629.8,698.7,4620.8,1622.1,2119.9,1232.7,998.5,2854.4,796.1,1027.6,1794.8,2533.3,1451.5,3365.7,1797.5,1456.6,2554.7,2710.4,1920.5,2646,2480,2779.9,3041,2994.5,2635.1,3195.9,930.8,906.5,558.7,2297.9,1843.6,6971.4,828.6
"RHOC",647,271.6,172.2,183.1,220.6,394,190.2,559.4,659.2,439.6,386,198.6,193.7,7.7,253.8,752.1,183.4,134.1,432.2,442.2,164.2,66.2,77.6,133.2,132.4,449,11.9,334,482.2,300.2,757.7,399.4,1029.6,156.1,109.4,722.3,302.4,30.1,37.9,47.5,457.1,57.1,201.3,23.1,413.1,165.5,9.7,79.1,349.8,161.3,328.8,426.3,42.4,858.7,625.3,454.6,803.5,403.2,75.6,61.6,22.1,699.3,46.2,2389.8
